# sent_id = 1003
# file = 00001
# text = 자기계발을 원하는 사람에게 가장 적합한 학교
1	자기계발을	자기+계발을	자기+계발+을	PRON	NP+NNG_JKO	NP+NNG+JKO
13	호응이	호응+이	호응+이	NOUN	NNG+JKS	NNG+JKS
14	기대된다	기대된+다	기대되+ㄴ다	VERB	VV+EF	VV+EF
15	.	.	.	PUNC	SF	SF

# sent_id = 1669
# file = 00001
# text = 지금은 믿고 기다리는 시기다 .
1	지금은	지금+은	지금+은	NOUN	NNG+JX	NNG+JX
2	믿고	믿+고	믿+고	VERB	VV+EC	VV+EC
3	기다리는	기다리+는	기다리+는	VERB	VV+ETM	VV+ETM
4	시기다	시기+다	시기+다	VERB	NNG+JX	NNG+JX
5	.	.	.	PUNC	SF	SF

# sent_id = 1670
# file = 00001
# text = 출동 시간은 정확히 확인을 해보지 않아 잘 알지는 못하지만 신고자에게 사건에 대한 경위를 충분히 설명했음에도 이를 받아들이지 않고 심각하게 공무를 방해해 수갑을 채웠다 .
1	출동	출동	출동	NOUN	NNG	NNG
2	시간은	시간+은	시간+은	NOUN	NNG+JX	NNG+JX
3	정확히	정확히	정확히	ADV	MAG	MAG
4	확인을	확인+을	확인+을	NOUN	NNG+JKO	NNG+JKO
5	해보지	해+보지	하+어+보+지	VERB	VV+EC_VX_EC	VV+EC+VX+EC
6	않아	않+아	않+아	AUX	VX+EC	VX+EC
7	잘	잘	잘	ADV	MAG	MAG
8	알지는	알+지는	알+지+는	VERB	VV+EC_JX	VV+EC+JX
9	못하지만	못하+지만	못하+지만	AUX	VX+EC	VX+EC
10	신고자에게	신고자+에게	신고자+에게	NOUN	NNG+JKB	NNG+JKB
11	사건에	사건+에	사건+에	NOUN	NNG+JKB	NNG+JKB
12	대한	대한	대하+ㄴ	VERB	VV_ETM	VV+ETM
13	경위를	경위+를	경위+를	NOUN	NNG+JKO	NNG+JKO
14	충분히	충분히	충분히	ADV	MAG	MAG
15	설명했음에도	설명했+음에도	설명하+었+음+에+도	VERB	VV+EP_ETN_JKB_JX	VV+EP+ETN+JKB+JX
16	이를	이+를	이+를	PRON	NP+JKO	NP+JKO
17	받아들이지	받아들이+지	받아들이+지	VERB	VV+EC	VV+EC
18	않고	않+고	않+고	AUX	VX+EC	VX+EC
19	심각하게	심각하+게	심각하+게	ADJ	VA+EC	VA+EC
20	공무를	공무+를	공무+를	NOUN	NNG+JKO	NNG+JKO
21	방해해	방해해	방해하+어	VERB	VV_EC	VV+EC
22	수갑을	수갑+을	수갑+을	NOUN	NNG+JKO	NNG+JKO
23	채웠다	채웠+다	채우+었+다	VERB	VV+EP_EF	VV+EP+EF
24	.	.	.	PUNC	SF	SF

# sent_id = 1671
# file = 00001
# text = 여기에 강씨는 수갑을 채운 신고자를 순찰차에 태우려는 과정에서 경찰관의 어깨를 밀치고 차를 막아서 공무집행방해 혐의로 입건하게 됐다 .
1	여기에	여기+에	여기+에	PRON	NP+JKB	NP+JKB
2	강씨는	강+씨는	강+씨+는	PROPN	NNP+NNB_JX	NNP+NNB+JX
3	수갑을	수갑+을	수갑+을	NOUN	NNG+JKO	NNG+JKO
4	채운	채운	채우+ㄴ	VERB	VV_ETM	VV+ETM
5	신고자를	신고자+를	신고자+를	NOUN	NNG+JKO	NNG+JKO
6	순찰차에	순찰차+에	순찰차+에	NOUN	NNG+JKB	NNG+JKB
7	태우려는	태우+려는	태우+려는	VERB	VV+ETM	VV+ETM
8	과정에서	과정+에서	과정+에서	NOUN	NNG+JKB	NNG+JKB
9	경찰관의	경찰관+의	경찰관+의	NOUN	NNG+JKG	NNG+JKG
10	어깨를	어깨+를	어깨+를	NOUN	NNG+JKO	NNG+JKO
11	밀치고	밀치+고	밀치+고	VERB	VV+EC	VV+EC
12	차를	차+를	차+를	NOUN	NNG+JKO	NNG+JKO
13	막아서	막+아서	막+아서	VERB	VV+EC	VV+EC
14	공무집행방해	공무집행방해	공무집행방해	NOUN	NNG	NNG
15	혐의로	혐의+로	혐의+로	NOUN	NNG+JKB	NNG+JKB
16	입건하게	입건하+게	입건하+게	VERB	VV+EC	VV+EC
17	됐다	됐+다	되+었+다	VERB	VV+EP_EF	VV+EP+EF
18	.	.	.	PUNC	SF	SF

# sent_id = 1672
# file = 00001
# text = 사채권자 집회 등을 통한 이해관계자간 채무조정 합의가 불발되면 즉각 대우조선은 채권단과 협의 후 법원에 P플랜을 신청할 것
1	사채권자	사채권자	사채권자	NOUN	NNG	NNG
2	집회	집회	집회	NOUN	NNG	NNG
3	등을	등+을	등+을	NOUN	NNB+JKO	NNB+JKO
4	통한	통한	통하+ㄴ	VERB	VV_ETM	VV+ETM
5	이해관계자간	이해관계자+간	이해관계자+간	NOUN	NNG+NNB	NNG+NNB
6	채무조정	채무조정	채무조정	NOUN	NNG	NNG
7	합의가	합의+가	합의+가	NOUN	NNG+JKS	NNG+JKS
8	불발되면	불발되+면	불발되+면	VERB	VV+EC	VV+EC
9	즉각	즉각	즉각	ADV	MAG	MAG
10	대우조선은	대우조선+은	대우조선+은	PROPN	NNP+JX	NNP+JX
11	채권단과	채권단+과	채권단+과	NOUN	NNG+JC	NNG+JC
12	협의	협의	협의	NOUN	NNG	NNG
13	후	후	후	NOUN	NNG	NNG
14	법원에	법원+에	법원+에	NOUN	NNG+JKB	NNG+JKB
15	P플랜을	P+플랜을	P+플랜+을	NOUN	SL+NNG_JKO	SL+NNG+JKO
16	신청할	신청할	신청하+ㄹ	VERB	VV_ETM	VV+ETM
17	것	것	것	NOUN	NNB	NNB

# sent_id = 1673
# file = 00001
# text = 경제협력개발기구 보고서에는 여성의 경제활동 참가율을 남성 수준으로 끌어올리면 20년간 우리나라 경제성장률이 매년 1%포인트 상승한다고 한다 .
1	경제협력개발기구	경제협력개발기구	경제협력개발기구	NOUN	NNG	NNG
2	보고서에는	보고서+에는	보고서+에+는	NOUN	NNG+JKB_JX	NNG+JKB+JX
3	여성의	여성+의	여성+의	NOUN	NNG+JKG	NNG+JKG
4	경제활동	경제활동	경제활동	NOUN	NNG	NNG
5	참가율을	참가율+을	참가율+을	NOUN	NNG+JKO	NNG+JKO
6	남성	남성	남성	NOUN	NNG	NNG
7	수준으로	수준+으로	수준+으로	NOUN	NNG+JKB	NNG+JKB
8	끌어올리면	끌어올리+면	끌어올리+면	VERB	VV+EC	VV+EC
9	20년간	20+년간	20+년+간	NUM	SN+NNB_XSN	SN+NNB+XSN
10	우리나라	우리나라	우리나라	NOUN	NNG	NNG
11	경제성장률이	경제성장률+이	경제성장률+이	NOUN	NNG+JKS	NNG+JKS
12	매년	매년	매년	ADV	MAG	MAG
13	1%포인트	1+%포인트	1+%+포인트	NUM	SN+SW_NNG	SN+SW+NNG
14	상승한다고	상승한+다고	상승하+ㄴ다고	VERB	VV+EC	VV+EC
15	한다	한+다	하+ㄴ다	VERB	VV+EF	VV+EF
16	.	.	.	PUNC	SF	SF

# sent_id = 1674
# file = 00001
# text = 잠재성장률 제고가 꼭 필요한 우리나라에 여성의 사회참여는 선택이 아니라 필수
1	잠재성장률	잠재성장률	잠재성장률	NOUN	NNG	NNG
2	제고가	제고+가	제고+가	NOUN	NNG+JKS	NNG+JKS
3	꼭	꼭	꼭	ADV	MAG	MAG
4	필요한	필요한	필요하+ㄴ	ADJ	VA_ETM	VA+ETM
5	우리나라에	우리나라+에	우리나라+에	NOUN	NNG+JKB	NNG+JKB
6	여성의	여성+의	여성+의	NOUN	NNG+JKG	NNG+JKG
7	사회참여는	사회참여+는	사회참여+는	NOUN	NNG+JX	NNG+JX
8	선택이	선택+이	선택+이	NOUN	NNG+JKC	NNG+JKC
9	아니라	아니+라	아니+라	ADJ	VCN+EC	VCN+EC
10	필수	필수	필수	NOUN	NNG	NNG

# sent_id = 1675
# file = 00001
# text = 다른 마케팅 업체를 만난 적 있느냐 .
1	다른	다른	다른	ADJ	MM	MM
2	마케팅	마케팅	마케팅	NOUN	NNG	NNG
3	업체를	업체+를	업체+를	NOUN	NNG+JKO	NNG+JKO
4	만난	만난	만나+ㄴ	VERB	VV_ETM	VV+ETM
5	적	적	적	NOUN	NNB	NNB
6	있느냐	있+느냐	있+느냐	ADJ	VA+EF	VA+EF
7	.	.	.	PUNC	SF	SF

# sent_id = 1676
# file = 00001
# text = 건물 전체를 종교 목적에 직접 사용하고 있다 .
1	건물	건물	건물	NOUN	NNG	NNG
2	전체를	전체+를	전체+를	NOUN	NNG+JKO	NNG+JKO
3	종교	종교	종교	NOUN	NNG	NNG
4	목적에	목적+에	목적+에	NOUN	NNG+JKB	NNG+JKB
5	직접	직접	직접	ADV	MAG	MAG
6	사용하고	사용하+고	사용하+고	VERB	VV+EC	VV+EC
7	있다	있+다	있+다	AUX	VX+EF	VX+EF
8	.	.	.	PUNC	SF	SF

# sent_id = 1677
# file = 00001
# text = 공자위 민간위원 추천안이 상정됐지만 새누리당 추천인사가 여당 의원의 특수관계인이라는 점이 논란이 돼 처리를 하지 못했다 .
1	공자위	공자위	공자위	NOUN	NNG	NNG
2	민간위원	민간위원	민간위원	NOUN	NNG	NNG
3	추천안이	추천안+이	추천안+이	NOUN	NNG+JKS	NNG+JKS
4	상정됐지만	상정됐+지만	상정되+었+지만	VERB	VV+EP_EC	VV+EP+EC
5	새누리당	새누리당	새누리당	PROPN	NNP	NNP
6	추천인사가	추천인사+가	추천인사+가	NOUN	NNG+JKS	NNG+JKS
7	여당	여당	여당	NOUN	NNG	NNG
8	의원의	의원+의	의원+의	NOUN	NNG+JKG	NNG+JKG
9	특수관계인이라는	특수관계인+이라는	특수관계인+이+라는	VERB	NNG+VCP_ETM	NNG+VCP+ETM
10	점이	점+이	점+이	NOUN	NNG+JKS	NNG+JKS
11	논란이	논란+이	논란+이	NOUN	NNG+JKC	NNG+JKC
12	돼	돼	되+어	VERB	VV_EC	VV+EC
13	처리를	처리+를	처리+를	NOUN	NNG+JKO	NNG+JKO
14	하지	하+지	하+지	VERB	VV+EC	VV+EC
15	못했다	못했+다	못하+었+다	AUX	VX+EP_EF	VX+EP+EF
16	.	.	.	PUNC	SF	SF

# sent_id = 1678
# file = 00001
# text = 7일 국회 본회의가 끝난 뒤 다시 정무위 전체회의를 열어 논의할 것이다 .
1	7일	7+일	7+일	NUM	SN+NNB	SN+NNB
2	국회	국회	국회	NOUN	NNG	NNG
3	본회의가	본회의+가	본회의+가	NOUN	NNG+JKS	NNG+JKS
4	끝난	끝난	끝나+ㄴ	VERB	VV_ETM	VV+ETM
5	뒤	뒤	뒤	NOUN	NNG	NNG
6	다시	다시	다시	ADV	MAG	MAG
7	정무위	정무위	정무위	NOUN	NNG	NNG
8	전체회의를	전체회의+를	전체회의+를	NOUN	NNG+JKO	NNG+JKO
9	열어	열+어	열+어	VERB	VV+EC	VV+EC
10	논의할	논의할	논의하+ㄹ	VERB	VV_ETM	VV+ETM
11	것이다	것+이다	것+이+다	VERB	NNB+VCP_EF	NNB+VCP+EF
12	.	.	.	PUNC	SF	SF

# sent_id = 1679
# file = 00001
# text = 신고한 대로 질서정연하게 행진해달라 .
1	신고한	신고한	신고하+ㄴ	VERB	VV_ETM	VV+ETM
2	대로	대로	대로	NOUN	NNB	NNB
3	질서정연하게	질서정연하+게	질서정연하+게	ADJ	VA+EC	VA+EC
4	행진해달라	행진해+달라	행진하+어+달+라	VERB	VV+EC_VX_EF	VV+EC+VX+EF
5	.	.	.	PUNC	SF	SF

# sent_id = 1680
# file = 00001
# text = 이날 행사는 국민의당 대전시당과 바른정당 대전시당이 함께 하는 첫 행사
1	이날	이날	이날	NOUN	NNG	NNG
2	행사는	행사+는	행사+는	NOUN	NNG+JX	NNG+JX
3	국민의당	국민의당	국민의당	PROPN	NNP	NNP
4	대전시당과	대전시당+과	대전시당+과	PROPN	NNP+JC	NNP+JC
5	바른정당	바른정당	바른정당	PROPN	NNP	NNP
6	대전시당이	대전시당+이	대전시당+이	PROPN	NNP+JKS	NNP+JKS
7	함께	함께	함께	ADV	MAG	MAG
8	하는	하+는	하+는	VERB	VV+ETM	VV+ETM
9	첫	첫	첫	DET	MM	MM
10	행사	행사	행사	NOUN	NNG	NNG

# sent_id = 1681
# file = 00001
# text = 이번 시즌 참 고맙고 즐거웠다 .
1	이번	이번	이번	NOUN	NNG	NNG
2	시즌	시즌	시즌	NOUN	NNG	NNG
3	참	참	참	ADV	MAG	MAG
4	고맙고	고맙+고	고맙+고	ADJ	VA+EC	VA+EC
5	즐거웠다	즐거+웠다	즐겁+었+다	ADJ	VA+EP_EF	VA+EP+EF
6	.	.	.	PUNC	SF	SF

# sent_id = 1683
# file = 00001
# text = 오늘날의 아키텍처로는 클라우드 데이터 센터 비용이 연간 2 , 400억 달러 이상 증가할 것으로 예측된다 .
1	오늘날의	오늘날+의	오늘날+의	NOUN	NNG+JKG	NNG+JKG
2	아키텍처로는	아키텍처+로는	아키텍처+로+는	NOUN	NNG+JKB_JX	NNG+JKB+JX
3	클라우드	클라우드	클라우드	NOUN	NNG	NNG
4	데이터	데이터	데이터	NOUN	NNG	NNG
5	센터	센터	센터	NOUN	NNG	NNG
6	비용이	비용+이	비용+이	NOUN	NNG+JKS	NNG+JKS
7	연간	연간	연간	NOUN	NNG	NNG
8	2	2	2	NUM	SN	SN
9	,	,	,	PUNC	SP	SP
10	400억	400억	400억	NUM	NR	NR
11	달러	달러	달러	NOUN	NNB	NNB
12	이상	이상	이상	NOUN	NNG	NNG
13	증가할	증가할	증가하+ㄹ	VERB	VV_ETM	VV+ETM
14	것으로	것+으로	것+으로	NOUN	NNB+JKB	NNB+JKB
15	예측된다	예측된+다	예측되+ㄴ다	VERB	VV+EF	VV+EF
16	.	.	.	PUNC	SF	SF

# sent_id = 1684
# file = 00001
# text = 키네틱 플랫폼을 사용하면 데이터 센터의 운영비용을 최대 70%까지 절감할 수 있다 .
1	키네틱	키네틱	키네틱	NOUN	NNG	NNG
2	플랫폼을	플랫폼+을	플랫폼+을	NOUN	NNG+JKO	NNG+JKO
3	사용하면	사용하+면	사용하+면	VERB	VV+EC	VV+EC
4	데이터	데이터	데이터	NOUN	NNG	NNG
5	센터의	센터+의	센터+의	NOUN	NNG+JKG	NNG+JKG
6	운영비용을	운영비용+을	운영비용+을	NOUN	NNG+JKO	NNG+JKO
7	최대	최대	최대	NOUN	NNG	NNG
8	70%까지	70+%까지	70+%+까지	NUM	SN+SW_JX	SN+SW+JX
9	절감할	절감할	절감하+ㄹ	VERB	VV_ETM	VV+ETM
10	수	수	수	NOUN	NNB	NNB
11	있다	있+다	있+다	ADJ	VA+EF	VA+EF
12	.	.	.	PUNC	SF	SF

# sent_id = 1685
# file = 00001
# text = 같은 노란색 봉투가 아닌가 생각한다 .
1	같은	같+은	같+은	ADJ	VA+ETM	VA+ETM
2	노란색	노란색	노란색	NOUN	NNG	NNG
3	봉투가	봉투+가	봉투+가	NOUN	NNG+JKC	NNG+JKC
4	아닌가	아닌+가	아니+ㄴ가	ADJ	VCN+EC	VCN+EC
5	생각한다	생각한+다	생각하+ㄴ다	VERB	VV+EF	VV+EF
6	.	.	.	PUNC	SF	SF

# sent_id = 1686
# file = 00001
# text = 한국의 문화가 드라마에서부터 한방 의료관광까지 확장돼 가는 추세가 실감된다 .
1	한국의	한국+의	한국+의	PROPN	NNP+JKG	NNP+JKG
2	문화가	문화+가	문화+가	NOUN	NNG+JKS	NNG+JKS
3	드라마에서부터	드라마+에서부터	드라마+에서부터	NOUN	NNG+JKB	NNG+JKB
4	한방	한방	한방	NOUN	NNG	NNG
5	의료관광까지	의료관광+까지	의료관광+까지	NOUN	NNG+JX	NNG+JX
6	확장돼	확장돼	확장되+어	VERB	VV_EC	VV+EC
7	가는	가+는	가+는	AUX	VX+ETM	VX+ETM
8	추세가	추세+가	추세+가	NOUN	NNG+JKS	NNG+JKS
9	실감된다	실감된+다	실감되+ㄴ다	VERB	VV+EF	VV+EF
10	.	.	.	PUNC	SF	SF

# sent_id = 1687
# file = 00001
# text = 앞으로 국내 의료기관들의 중동시장 진출이 이슬람 문화와 종교에 대한 배려가 함께 고려돼 보다 경쟁력을 갖춘 서비스분야로 선보이는 기회가 되기를 바란다 .
1	앞으로	앞+으로	앞+으로	NOUN	NNG+JKB	NNG+JKB
2	국내	국내	국내	NOUN	NNG	NNG
3	의료기관들의	의료기관들+의	의료기관들+의	NOUN	NNG+JKG	NNG+JKG
4	중동시장	중동시장	중동시장	PROPN	NNP	NNP
5	진출이	진출+이	진출+이	NOUN	NNG+JKS	NNG+JKS
6	이슬람	이슬람	이슬람	NOUN	NNG	NNG
7	문화와	문화+와	문화+와	NOUN	NNG+JC	NNG+JC
8	종교에	종교+에	종교+에	NOUN	NNG+JKB	NNG+JKB
9	대한	대한	대하+ㄴ	VERB	VV_ETM	VV+ETM
10	배려가	배려+가	배려+가	NOUN	NNG+JKS	NNG+JKS
11	함께	함께	함께	ADV	MAG	MAG
12	고려돼	고려돼	고려되+어	VERB	VV_EC	VV+EC
13	보다	보다	보다	ADV	MAG	MAG
14	경쟁력을	경쟁력+을	경쟁력+을	NOUN	NNG+JKO	NNG+JKO
15	갖춘	갖춘	갖추+ㄴ	VERB	VV_ETM	VV+ETM
16	서비스분야로	서비스분야+로	서비스분야+로	NOUN	NNG+JKB	NNG+JKB
17	선보이는	선보이+는	선보이+는	VERB	VV+ETM	VV+ETM
18	기회가	기회+가	기회+가	NOUN	NNG+JKC	NNG+JKC
19	되기를	되+기를	되+기+를	VERB	VV+ETN_JKO	VV+ETN+JKO
20	바란다	바란+다	바라+ㄴ다	VERB	VV+EF	VV+EF
21	.	.	.	PUNC	SF	SF

# sent_id = 1688
# file = 00001
# text = 경찰관에게 황산을 뿌린 혐의는 자백하고 있다 .
1	경찰관에게	경찰관+에게	경찰관+에게	NOUN	NNG+JKB	NNG+JKB
2	황산을	황산+을	황산+을	NOUN	NNG+JKO	NNG+JKO
3	뿌린	뿌린	뿌리+ㄴ	VERB	VV_ETM	VV+ETM
4	혐의는	혐의+는	혐의+는	NOUN	NNG+JX	NNG+JX
5	자백하고	자백하+고	자백하+고	VERB	VV+EC	VV+EC
6	있다	있+다	있+다	AUX	VX+EF	VX+EF
7	.	.	.	PUNC	SF	SF

# sent_id = 1689
# file = 00001
# text = 최근 스크린 스포츠 시장의 선택의 폭이 다양해지고 지속적으로 성장함에 따라 차별화한 전략을 갖추는 것이 더욱 중요해졌다 .
1	최근	최근	최근	NOUN	NNG	NNG
2	스크린	스크린	스크린	NOUN	NNG	NNG
3	스포츠	스포츠	스포츠	NOUN	NNG	NNG
4	시장의	시장+의	시장+의	NOUN	NNG+JKG	NNG+JKG
5	선택의	선택+의	선택+의	NOUN	NNG+JKG	NNG+JKG
6	폭이	폭+이	폭+이	NOUN	NNG+JKS	NNG+JKS
7	다양해지고	다양해+지고	다양하+어+지+고	ADJ	VA+EC_VX_EC	VA+EC+VX+EC
8	지속적으로	지속적+으로	지속적+으로	NOUN	NNG+JKB	NNG+JKB
9	성장함에	성장함+에	성장하+ㅁ+에	VERB	VV+ETN_JKB	VV+ETN+JKB
10	따라	따라	따르+아	VERB	VV_EC	VV+EC
11	차별화한	차별화한	차별화하+ㄴ	VERB	VV_ETM	VV+ETM
12	전략을	전략+을	전략+을	NOUN	NNG+JKO	NNG+JKO
13	갖추는	갖추+는	갖추+는	VERB	VV+ETM	VV+ETM
14	것이	것+이	것+이	NOUN	NNB+JKS	NNB+JKS
15	더욱	더욱	더욱	ADV	MAG	MAG
16	중요해졌다	중요해+졌다	중요하+어+지+었+다	ADJ	VA+EC_VX_EP_EF	VA+EC+VX+EP+EF
17	.	.	.	PUNC	SF	SF

# sent_id = 1690
# file = 00001
# text = 어디서나 즐길 수 있는 야구 경험을 제공하고자 하는 기업의 비전을 지켜보다 발전된 기술력과 새로움을 선사하기 위해 힘쓸 것
1	어디서나	어디+서나	어디+서+나	PRON	NP+JKB_JX	NP+JKB+JX
2	즐길	즐길	즐기+ㄹ	VERB	VV_ETM	VV+ETM
3	수	수	수	NOUN	NNB	NNB
4	있는	있+는	있+는	ADJ	VA+ETM	VA+ETM
5	야구	야구	야구	NOUN	NNG	NNG
6	경험을	경험+을	경험+을	NOUN	NNG+JKO	NNG+JKO
7	제공하고자	제공하+고자	제공하+고자	VERB	VV+EC	VV+EC
8	하는	하+는	하+는	AUX	VX+ETM	VX+ETM
9	기업의	기업+의	기업+의	NOUN	NNG+JKG	NNG+JKG
10	비전을	비전+을	비전+을	NOUN	NNG+JKO	NNG+JKO
11	지켜보다	지켜보+다	지켜보+다	VERB	VV+EC	VV+EC
12	발전된	발전된	발전되+ㄴ	VERB	VV_ETM	VV+ETM
13	기술력과	기술력+과	기술력+과	NOUN	NNG+JC	NNG+JC
14	새로움을	새로+움을	새롭+ㅁ+을	ADJ	VA+ETN_JKO	VA+ETN+JKO
15	선사하기	선사하+기	선사하+기	VERB	VV+ETN	VV+ETN
16	위해	위해	위하+어	VERB	VV_EC	VV+EC
17	힘쓸	힘쓸	힘쓰+ㄹ	VERB	VV_ETM	VV+ETM
18	것	것	것	NOUN	NNB	NNB

# sent_id = 1691
# file = 00001
# text = 교실에서 담임교사가 아이들의 교칙 위반 여부를 살피기 때문에 선도부가 있을 필요가 없다 .
1	교실에서	교실+에서	교실+에서	NOUN	NNG+JKB	NNG+JKB
2	담임교사가	담임교사+가	담임교사+가	NOUN	NNG+JKS	NNG+JKS
3	아이들의	아이들+의	아이들+의	NOUN	NNG+JKG	NNG+JKG
4	교칙	교칙	교칙	NOUN	NNG	NNG
5	위반	위반	위반	NOUN	NNG	NNG
6	여부를	여부+를	여부+를	NOUN	NNG+JKO	NNG+JKO
7	살피기	살피+기	살피+기	VERB	VV+ETN	VV+ETN
8	때문에	때문+에	때문+에	NOUN	NNB+JKB	NNB+JKB
9	선도부가	선도부+가	선도부+가	NOUN	NNG+JKS	NNG+JKS
10	있을	있+을	있+을	ADJ	VA+ETM	VA+ETM
11	필요가	필요+가	필요+가	NOUN	NNG+JKS	NNG+JKS
12	없다	없+다	없+다	ADJ	VA+EF	VA+EF
13	.	.	.	PUNC	SF	SF

# sent_id = 1692
# file = 00001
# text = 케이블TV의 디지털 전환을 앞당기고 모바일과 클라우드 방송 등 새로운 기술발전을 적극 활용해서 고품질서비스를 확대해 나가야 한다 .
1	케이블TV의	케이블+TV의	케이블+TV+의	NOUN	NNG+SL_JKG	NNG+SL+JKG
2	디지털	디지털	디지털	NOUN	NNG	NNG
3	전환을	전환+을	전환+을	NOUN	NNG+JKO	NNG+JKO
4	앞당기고	앞당기+고	앞당기+고	VERB	VV+EC	VV+EC
5	모바일과	모바일+과	모바일+과	NOUN	NNG+JC	NNG+JC
6	클라우드	클라우드	클라우드	NOUN	NNG	NNG
7	방송	방송	방송	NOUN	NNG	NNG
8	등	등	등	NOUN	NNB	NNB
9	새로운	새로+운	새롭+ㄴ	ADJ	VA+ETM	VA+ETM
10	기술발전을	기술발전+을	기술발전+을	NOUN	NNG+JKO	NNG+JKO
11	적극	적극	적극	NOUN	NNG	NNG
12	활용해서	활용해+서	활용하+어서	VERB	VV+EC	VV+EC
13	고품질서비스를	고품질서비스+를	고품질서비스+를	NOUN	NNG+JKO	NNG+JKO
14	확대해	확대해	확대하+어	VERB	VV_EC	VV+EC
15	나가야	나가+야	나가+아야	AUX	VX+EC	VX+EC
16	한다	한+다	하+ㄴ다	AUX	VX+EF	VX+EF
17	.	.	.	PUNC	SF	SF

# sent_id = 1693
# file = 00001
# text = 우리 국민들이 감동하고 세계인이 공감하는 우리만의 콘텐츠를 더욱 적극적으로 만들어내는 노력도 반드시 필요한 일
1	우리	우리	우리	PRON	NP	NP
2	국민들이	국민들+이	국민들+이	NOUN	NNG+JKS	NNG+JKS
3	감동하고	감동하+고	감동하+고	VERB	VV+EC	VV+EC
4	세계인이	세계인+이	세계인+이	NOUN	NNG+JKS	NNG+JKS
5	공감하는	공감하+는	공감하+는	VERB	VV+ETM	VV+ETM
6	우리만의	우리+만의	우리+만+의	PRON	NP+JX_JKG	NP+JX+JKG
7	콘텐츠를	콘텐츠+를	콘텐츠+를	NOUN	NNG+JKO	NNG+JKO
8	더욱	더욱	더욱	ADV	MAG	MAG
9	적극적으로	적극적+으로	적극적+으로	NOUN	NNG+JKB	NNG+JKB
10	만들어내는	만들+어내는	만들+어+내+는	VERB	VV+EC_VX_ETM	VV+EC+VX+ETM
11	노력도	노력+도	노력+도	NOUN	NNG+JX	NNG+JX
12	반드시	반드시	반드시	ADV	MAG	MAG
13	필요한	필요한	필요하+ㄴ	ADJ	VA_ETM	VA+ETM
14	일	일	일	NOUN	NNG	NNG

# sent_id = 1694
# file = 00001
# text = 민주 정당에서 다양한 목소리가 나올 수 있다 .
1	민주	민주	민주	NOUN	NNG	NNG
2	정당에서	정당+에서	정당+에서	NOUN	NNG+JKB	NNG+JKB
3	다양한	다양한	다양하+ㄴ	ADJ	VA_ETM	VA+ETM
4	목소리가	목소리+가	목소리+가	NOUN	NNP+JKS	NNP+JKS
5	나올	나올	나오+ㄹ	VERB	VV_ETM	VV+ETM
6	수	수	수	NOUN	NNB	NNB
7	있다	있+다	있+다	ADJ	VA+EF	VA+EF
8	.	.	.	PUNC	SF	SF

# sent_id = 1695
# file = 00001
# text = 그동안에 쌓여온 회사의 핵심 노하우가 집약돼 있는 곳
1	그동안에	그동안+에	그동안+에	NOUN	NNG+JKB	NNG+JKB
2	쌓여온	쌓여+온	쌓이+어+오+ㄴ	VERB	VV+EC_VX_ETM	VV+EC+VX+ETM
3	회사의	회사+의	회사+의	NOUN	NNG+JKG	NNG+JKG
4	핵심	핵심	핵심	NOUN	NNG	NNG
5	노하우가	노하우+가	노하우+가	NOUN	NNG+JKS	NNG+JKS
6	집약돼	집약돼	집약되+어	VERB	VV_EC	VV+EC
7	있는	있+는	있+는	AUX	VX+ETM	VX+ETM
8	곳	곳	곳	NOUN	NNG	NNG

# sent_id = 1696
# file = 00001
# text = 검사는 수사 주체로서 범죄의 증거를 발견한 때에는 이를 확보할 책임이 있다 .
1	검사는	검사+는	검사+는	NOUN	NNG+JX	NNG+JX
2	수사	수사	수사	NOUN	NNG	NNG
3	주체로서	주체+로서	주체+로서	NOUN	NNG+JKB	NNG+JKB
4	범죄의	범죄+의	범죄+의	NOUN	NNG+JKG	NNG+JKG
5	증거를	증거+를	증거+를	NOUN	NNG+JKO	NNG+JKO
6	발견한	발견한	발견하+ㄴ	VERB	VV_ETM	VV+ETM
7	때에는	때+에는	때+에+는	NOUN	NNG+JKB_JX	NNG+JKB+JX
8	이를	이+를	이+를	PRON	NP+JKO	NP+JKO
9	확보할	확보할	확보하+ㄹ	VERB	VV_ETM	VV+ETM
10	책임이	책임+이	책임+이	NOUN	NNG+JKS	NNG+JKS
11	있다	있+다	있+다	ADJ	VA+EF	VA+EF
12	.	.	.	PUNC	SF	SF

# sent_id = 1697
# file = 00001
# text = 법원으로부터 발부받은 압수영장에 의해 압수했다면 , 압수 절차가 위법하다고 할 수 없다 .
1	법원으로부터	법원+으로부터	법원+으로부터	NOUN	NNG+JKB	NNG+JKB
2	발부받은	발부받+은	발부받+은	VERB	VV+ETM	VV+ETM
3	압수영장에	압수영장+에	압수영장+에	NOUN	NNG+JKB	NNG+JKB
4	의해	의해	의하+어	VERB	VV_EC	VV+EC
5	압수했다면	압수했+다면	압수하+었+다면	VERB	VV+EP_EC	VV+EP+EC
6	,	,	,	PUNC	SP	SP
7	압수	압수	압수	NOUN	NNG	NNG
8	절차가	절차+가	절차+가	NOUN	NNG+JKS	NNG+JKS
9	위법하다고	위법하+다고	위법하+다고	VERB	VV+EC	VV+EC
10	할	할	하+ㄹ	VERB	VV_ETM	VV+ETM
11	수	수	수	NOUN	NNB	NNB
